Date,ISOWeek,DOI,Version,Category,Title,Authors
2026-05-11,20,10.64898/2026.05.05.723033,1,bioengineering,Integrating Diffusion and Liquid AI Models for Predicting Peptide Affinity from mRNA Display Selections,"Leaf, C. M.; Qi, P.; Gandhi, Y. P.; Jalali-Yazdi, F.; Ong, J. N.; Takahashi, T. T.; Kalia, R.; Roberts, R. W."
2026-05-11,20,10.1101/2025.11.06.686050,2,synthetic biology,Modulating Protein Function through Genetically Encoded Oxidative Chemistry,"Li, H.; Pavlic, A.; Ibrahim, N. E.; Wu, D.; Shapiro, M. G."
2026-05-11,20,10.1101/2025.07.31.667864,2,microbiology,A structure-informed evolutionary model for predicting viral immune escape and evolution,"Wang, C.; Zhang, L."
2026-05-11,20,10.1101/2025.05.16.654558,5,microbiology,Clinical isolates of Fusobacterium nucleatum display strain-specific virulence and modulation by indole derivatives,"Scano, C. J.; Choudhury, A.; Rojo, M.; Lavado, R.; Zaharas, G.; Hawkins, J.; Greathouse, L."
2026-05-11,20,10.64898/2026.05.05.722990,1,microbiology,A Plasmodium falciparum PX1 haplotype is associated with reduced susceptibility to artemisinin and lumefantrine,"Bower-Lepts, C.; Jangra, A.; Kanatani, S.; Tripathi, A.; Mlambo, G.; McCotter-Gonzalez, A.; Romano, L.; Orena, S.; Okitwi, M.; Niare, K.; Rosenthal, P. J.; Conrad, M.; Sinnis, P.; Mok, S."
2026-05-11,20,10.64898/2026.05.07.723418,1,bioengineering,Super-Resolution Macrophage Imaging via Ultrasound Localization Microscopy and Blinking Nanodroplets,"Gotshal Zahavi, S.; Bismuth, M.; Bercovici, T.; Ilovitsh, T."
2026-05-11,20,10.64898/2026.05.06.723348,1,bioengineering,Granular Extracellular Matrix (gECM) Hydrogels Enable Distinct Composition and Mechanics Across Tissue Types for Translation,"Heye, J.; Blanco, S.; Schneider, S. E.; Visal, A.; Olulana, F.; Miller, E.; Barthold, J.; Bruns, C.; McCabe, M. C.; Maroney, S.; Hansen, K. C.; Neu, C. P."
2026-05-11,20,10.64898/2026.05.06.721822,1,bioinformatics,"ProteinFlux: accurate, rapid and scalable generative prediction of protein dynamics driven by post-translational modifications","Qian, Q.; Peng, J.; Ma, D.; Liu, K.; Cheng, Y.; Deng, Y.; Zhao, J.; Su, S.; Yao, Y.; Qu, Y.; Fu, R.; Liu, J.; Zhao, M.; Xiao, Y.; Wang, K.; Wu, Y.; Wang, Y.; Xu, Q.; Wang, J.; Hay, D. C.; Ke, Y.; Wang, Y.; Shipston, M. J.; Chi, Y."
2026-05-11,20,10.64898/2026.05.06.723283,1,bioinformatics,Partner determination from protein sequences using class information with CLAPP,"Gennai, L.; Caredda, F.; Rebeaud, M. E.; Pagnani, A.; De Los Rios, P."
2026-05-11,20,10.64898/2026.05.06.723380,1,bioinformatics,Benchmarking long-read simulators against Oxford Nanopore whole-genome sequencing data,"Taouk, M. L.; Ingle, D. J.; Wick, R. R."
2026-05-11,20,10.64898/2026.05.07.723423,1,bioinformatics,Pathway-informed Universal Domain Adaptation for Single-cell RNA-seq Data,"Wei, X.; Li, X.; Liu, H.; Du, G.; Wei, F.; Shang, X."
2026-05-11,20,10.64898/2026.05.07.723192,1,bioinformatics,Investigation of Protein Melting Temperature Prediction with Cross-Method Validation on Biophysical Data,"Pailozian, K.; Kohout, P.; Damborsky, J.; Mazurenko, S."
2026-05-11,20,10.64898/2026.05.07.723535,1,bioinformatics,conMItion: an R package adjusting confounding factors for associations in multi-omics,"Wang, G.; Liu, F.; Chen, Z.; Davoli, T."
2026-05-11,20,10.64898/2026.05.07.723470,1,bioinformatics,pyTrance finds co-localizing RNAs in subcellular spatial transcriptomics data,"Strenger, L.; Cerda-Jara, C. A.; Karaiskos, N.; Rajewsky, N."
2026-05-11,20,10.64898/2026.05.07.723187,1,bioinformatics,Nanopore event detection in a simple and adaptive way,"Wei, P.; Kansari, M.; Mierzejewski, M.; Ensslen, T.; Lin, C.-Y.; Kavetsky, K.; Jones, P. D.; Behrends, J. C.; Drndic, M.; Fyta, M."
2026-05-11,20,10.64898/2026.05.06.722409,1,bioinformatics,Cadence: A Benchmark Evaluation of the Narrative Velocity Framework for Next Clinical Event Prediction in MIMIC-IV,"Rouhollahi, A.; Nezami, F. R."
2026-05-11,20,10.64898/2026.05.07.723416,1,biophysics,Dynamics of Take-off in Bipedal Animals and Robots,"Chen, G.-Y.; Wu, Z.-Y.; Chen, S.-H.; Yang, P."
2026-05-11,20,10.64898/2026.05.06.723386,1,pharmacology and toxicology,Structural basis of MK-97 positive allosteric modulation at the M4 mAChR,"Kaoullas, M. G.; Mobbs, J. I.; Vuckovic, Z.; Belousoff, M. J.; Xiao, F.; Joshi, K.; Wang, J.; Barnes, N.; Pham, V.; Yeasmin, M.; Thompson, G.; van der Westhuizen, E. T.; Jörg, M.; Capuano, B.; Tobin, A. B.; Wootten, D.; Sexton, P. M.; Danev, R.; Scammells, P. J.; Miao, Y.; Christopoulos, A.; Valant, C.; Thal, D. M."
2026-05-11,20,10.64898/2026.05.07.723338,1,pharmacology and toxicology,Sex-specific amplification of IKr-blocker-induced action potential prolongation by reduced female IKs repolarization reserve: a computational study using the O'Hara-Rudy human ventricular model,"Magesh Raghavan, T. A."
2026-05-11,20,10.64898/2026.05.08.723844,1,biochemistry,Divergent CRD-Dependent Mechanisms Govern RAS Isoform-Selective Recruitment of CRAF and ARAF,"Banerjee, S.; Malassani, S.; Banerjee, S.; Lopez Vasquez, M. C.; McSorley, S.; Wang, Z."
2026-05-11,20,10.64898/2026.05.05.723039,2,bioinformatics,Deep Computational Anatomy via Latent-Aligned Multiview Normalizing Flows,"Tustison, N. J.; Avants, B. B.; Cook, P. A.; Gee, J. C.; Stone, J. R."
2026-05-11,20,10.64898/2026.04.16.718958,3,bioinformatics,Reveal Principles of Codon Optimization via Machine Learning,"Deng, F.; Li, H.; Sun, D.; Duan, G.; Sun, Z.; Xue, G."
2026-05-11,20,10.64898/2026.01.28.702211,2,bioinformatics,Zero-shot biological reasoning with open-weights large language models reproduces CRISPR screen based prediction of synthetic lethal interactions.,"Prosz, A. G.; Sztupinszki, Z.; Diossy, M.; Kilim, O.; Zimon, B.; Szallasi, Z.; Csabai, I. G."
2026-05-11,20,10.64898/2026.05.07.723523,1,bioinformatics,The Second Brain: Diffusion Models for Realistic Human Microbiome Generation,"Yee, B.; Fu, J."
2026-05-11,20,10.64898/2026.04.14.718529,2,bioinformatics,FlyPredictome: A structural atlas of predicted protein-protein interactions in Drosophila,"Kim, A.-R.; Comjean, A.; Veal, A.; Rodiger, J.; Han, M.; Hu, Y.; Perrimon, N."
2026-05-11,20,10.64898/2026.05.07.723557,1,biophysics,Triplet tumbling microscopy enables in situ quantification of protein complex assembly and dynamics,"Lazzari-Dean, J. R.; Millett-Sikking, A.; Rao, P.; Jensvold, Z. D.; Baddock, H.; Ingaramo, M.; Nile, A. H.; York, A. G.; Preciado Lopez, M."
